order_id,order_date,customer_id,product,category,quantity,unit_price,total_amount,payment_method,order_status,city
ORD10043,2026-06-21,CUST1166,Bluetooth Headphones,Electronics,3,1936.50,5809.50,Debit Card,Cancelled,Hyderabad
ORD10260,2026-06-23,CUST1116,Backpack,Bags,1,1855.72,1855.72,Debit Card,Processing,Chennai
ORD10188,2026-01-25,CUST1191,Mechanical Keyboard,Electronics,1,2194.04,2194.04,Debit Card,Shipped,Kolkata
ORD10322,2026-03-26,CUST1078,Bluetooth Headphones,Electronics,4,2151.18,8604.72,Net Banking,Returned,Pune
ORD10099,2026-03-11,CUST1158,USB-C Hub,Electronics,5,1822.29,9111.45,Net Banking,Cancelled,Chennai
ORD10280,2026-04-17,CUST1124,Mechanical Keyboard,Electronics,1,2242.66,2242.66,Cash on Delivery,Shipped,Hyderabad
ORD10185,2026-06-16,CUST1225,Jeans,Fashion,1,2210.57,2210.57,Net Banking,Shipped,Delhi
ORD10028,2026-08-20,CUST1009,Mechanical Keyboard,Electronics,1,2295.79,2295.79,Debit Card,Delivered,Kolkata
ORD10202,2026-07-15,CUST1066,Laptop Stand,Accessories,2,1403.19,2806.38,Debit Card,Processing,Mumbai
ORD10132,2026-07-14,CUST1014,Jeans,Fashion,4,2074.21,8296.84,Credit Card,Processing,Kolkata
ORD10180,2026-05-09,CUST1057,Water Bottle,Home & Kitchen,5,617.02,3085.10,Net Banking,Delivered,Kolkata
ORD10035,2026-02-24,CUST1222,USB-C Hub,Electronics,4,1592.11,6368.44,Cash on Delivery,Delivered,Nashik
ORD10387,2026-03-05,CUST1185,Phone Case,Accessories,1,478.21,478.21,Cash on Delivery,Returned,Ahmedabad
ORD10108,2026-06-26,CUST1048,Mechanical Keyboard,Electronics,5,2837.02,14185.10,Credit Card,Shipped,Chennai
ORD10136,2026-03-11,CUST1107,Phone Case,Accessories,3,500.33,1500.99,Cash on Delivery,Cancelled,Nagpur
ORD10006,2026-06-04,CUST1068,Mechanical Keyboard,Electronics,3,2759.52,8278.56,UPI,Cancelled,Kolkata
ORD10409,2026-07-12,CUST1181,T-Shirt,Fashion,2,819.65,1639.30,UPI,Returned,Mumbai
ORD10172,2026-06-15,CUST1092,Mechanical Keyboard,Electronics,3,2532.34,7597.02,UPI,Cancelled,Bengaluru
ORD10046,2026-05-20,CUST1181,Laptop Stand,Accessories,2,1274.91,2549.82,Debit Card,Returned,Kolkata
ORD10086,2026-06-09,CUST1137,Smart Watch,Electronics,4,3939.39,15757.56,UPI,Cancelled,Ahmedabad
ORD10369,2026-05-02,CUST1015,Power Bank,Electronics,4,1443.76,5775.04,UPI,Shipped,Mumbai
ORD10344,2026-06-01,CUST1226,Laptop Stand,Accessories,3,1127.91,3383.73,Credit Card,Cancelled,Kolkata
ORD10040,2026-01-18,CUST1173,Mechanical Keyboard,Electronics,2,2175.52,4351.04,Credit Card,Cancelled,Mumbai
ORD10368,2026-02-27,CUST1077,Backpack,Bags,2,2063.58,4127.16,UPI,Delivered,Mumbai
ORD10477,2026-07-08,CUST1084,Desk Lamp,Home & Kitchen,4,1271.20,5084.80,Debit Card,Cancelled,Bengaluru
ORD10054,2026-02-23,CUST1175,Webcam,Electronics,1,2462.17,2462.17,Credit Card,Delivered,Hyderabad
ORD10355,2026-04-30,CUST1026,Webcam,Electronics,5,2451.54,12257.70,Cash on Delivery,Processing,Nagpur
ORD10094,2026-08-21,CUST1246,Wireless Mouse,Electronics,3,714.89,2144.67,Cash on Delivery,Cancelled,Nagpur
ORD10017,2026-04-09,CUST1098,Jeans,Fashion,4,2056.82,8227.28,Net Banking,Cancelled,Kolkata
ORD10201,2026-04-12,CUST1154,Running Shoes,Footwear,3,2503.65,7510.95,UPI,Delivered,Nagpur
ORD10405,2026-03-29,CUST1166,Wireless Mouse,Electronics,1,598.89,598.89,UPI,Shipped,Nagpur
ORD10312,2026-02-10,CUST1105,Wireless Mouse,Electronics,5,799.22,3996.10,Cash on Delivery,Cancelled,Nagpur
ORD10435,2026-08-17,CUST1175,Smart Watch,Electronics,4,3801.63,15206.52,UPI,Delivered,Mumbai
ORD10151,2026-04-08,CUST1159,USB-C Hub,Electronics,1,1651.52,1651.52,Credit Card,Cancelled,Ahmedabad
ORD10158,2026-02-18,CUST1159,Jeans,Fashion,3,1830.49,5491.47,Debit Card,Shipped,Mumbai
ORD10194,2026-03-11,CUST1180,Backpack,Bags,3,1544.78,4634.34,Debit Card,Processing,Hyderabad
ORD10376,2026-08-03,CUST1020,Wireless Mouse,Electronics,1,685.81,685.81,Debit Card,Returned,Ahmedabad
ORD10115,2026-07-15,CUST1107,Mechanical Keyboard,Electronics,2,2212.95,4425.90,Net Banking,Returned,Ahmedabad
ORD10045,2026-08-27,CUST1090,Bluetooth Headphones,Electronics,5,1858.19,9290.95,UPI,Shipped,Hyderabad
ORD10288,2026-08-14,CUST1068,Wireless Mouse,Electronics,1,684.52,684.52,Debit Card,Cancelled,Hyderabad
ORD10329,2026-08-07,CUST1134,Water Bottle,Home & Kitchen,2,628.65,1257.30,Cash on Delivery,Delivered,Nagpur
ORD10342,2026-07-07,CUST1148,Laptop Stand,Accessories,2,1422.06,2844.12,Debit Card,Returned,
ORD10250,2026-05-20,CUST1122,Water Bottle,Home & Kitchen,4,801.57,3206.28,Debit Card,Delivered,Nagpur
ORD10224,2026-04-07,CUST1165,Backpack,Bags,1,1696.23,1696.23,Debit Card,Shipped,Kolkata
ORD10081,2026-01-17,CUST1107,T-Shirt,Fashion,2,954.67,1909.34,Cash on Delivery,Processing,Kolkata
ORD10070,2026-07-23,CUST1189,Water Bottle,Home & Kitchen,4,760.60,3042.40,Credit Card,Delivered,Bengaluru
ORD10311,2026-04-16,CUST1085,Running Shoes,Footwear,2,2509.80,5019.60,Cash on Delivery,Delivered,Nashik
ORD10155,2026-04-08,CUST1147,Smart Watch,Electronics,4,3086.10,12344.40,Debit Card,Returned,Bengaluru
ORD10173,2026-07-30,CUST1117,Bluetooth Headphones,Electronics,1,2268.27,2268.27,UPI,Shipped,Ahmedabad
ORD10423,2026-01-09,CUST1116,T-Shirt,Fashion,2,844.44,1688.88,Debit Card,Processing,Mumbai
ORD10192,2026-07-15,CUST1072,Webcam,Electronics,5,2111.63,10558.15,Net Banking,Shipped,Delhi
ORD10038,2026-01-16,CUST1192,Wireless Mouse,Electronics,5,748.43,3742.15,Debit Card,Delivered,Pune
ORD10187,2026-03-07,CUST1096,Webcam,Electronics,4,2075.32,8301.28,Credit Card,Cancelled,Mumbai
ORD10320,2026-05-12,CUST1084,Smart Watch,Electronics,4,3842.24,15368.96,UPI,Cancelled,Mumbai
ORD10057,2026-04-16,CUST1206,T-Shirt,Fashion,3,975.16,2925.48,Credit Card,Processing,Nashik
ORD10335,2026-06-24,CUST1247,Phone Case,Accessories,4,480.38,1921.52,Net Banking,Shipped,Hyderabad
ORD10445,2026-06-07,CUST1176,Running Shoes,Footwear,2,3264.18,6528.36,Cash on Delivery,Shipped,Mumbai
ORD10441,2026-06-28,CUST1088,Water Bottle,Home & Kitchen,4,596.10,2384.40,UPI,Cancelled,Nashik
ORD10031,2026-04-16,CUST1120,Running Shoes,Footwear,4,2772.28,11089.12,UPI,Delivered,Pune
ORD10166,2026-05-24,CUST1084,Wireless Mouse,Electronics,5,779.57,3897.85,Net Banking,Shipped,Mumbai
ORD10345,2026-06-14,CUST1172,Phone Case,Accessories,1,569.70,569.70,Cash on Delivery,Returned,Hyderabad
ORD10175,2026-02-25,CUST1209,Smart Watch,Electronics,5,3191.60,15958.00,Credit Card,Processing,Nashik
ORD10455,2026-01-22,CUST1080,Water Bottle,Home & Kitchen,5,626.17,3130.85,UPI,Returned,Nagpur
ORD10104,2026-05-06,CUST1143,Mechanical Keyboard,Electronics,2,2663.99,5327.98,Credit Card,Cancelled,Chennai
ORD10406,2026-03-26,CUST1144,Water Bottle,Home & Kitchen,2,709.89,1419.78,Cash on Delivery,Cancelled,Nagpur
ORD10431,2026-08-13,CUST1095,Water Bottle,Home & Kitchen,3,739.83,2219.49,Cash on Delivery,Cancelled,Hyderabad
ORD10001,2026-03-12,CUST1063,Running Shoes,Footwear,1,2485.90,2485.90,Credit Card,Shipped,Mumbai
ORD10245,2026-01-12,CUST1163,Wireless Mouse,Electronics,4,777.29,3109.16,Cash on Delivery,Processing,Bengaluru
ORD10388,2026-03-19,CUST1002,Bluetooth Headphones,Electronics,4,1763.30,7053.20,Cash on Delivery,Processing,Ahmedabad
ORD10011,2026-04-08,CUST1070,Water Bottle,Home & Kitchen,2,628.42,1256.84,Net Banking,Shipped,Hyderabad
ORD10443,2026-07-18,CUST1209,Webcam,Electronics,3,1959.61,5878.83,Credit Card,Shipped,Mumbai
ORD10359,2026-07-30,CUST1126,Running Shoes,Footwear,3,2687.95,8063.85,Cash on Delivery,Cancelled,Nashik
ORD10351,2026-05-24,CUST1056,Jeans,Fashion,5,2133.52,10667.60,Cash on Delivery,Shipped,Hyderabad
ORD10020,2026-01-28,CUST1223,Water Bottle,Home & Kitchen,2,700.61,1401.22,Debit Card,Returned,Ahmedabad
ORD10252,2026-04-13,CUST1191,Jeans,Fashion,3,1961.19,5883.57,Cash on Delivery,Cancelled,Hyderabad
ORD10476,2026-02-03,CUST1061,Backpack,Bags,1,1763.91,1763.91,Debit Card,Processing,Hyderabad
ORD10159,2026-04-23,CUST1009,Desk Lamp,Home & Kitchen,1,1130.27,1130.27,Net Banking,Processing,Nashik
ORD10278,2026-06-13,CUST1008,Jeans,Fashion,5,1948.98,9744.90,Cash on Delivery,Returned,Bengaluru
ORD10253,2026-04-05,CUST1237,USB-C Hub,Electronics,4,1691.14,6764.56,Net Banking,Processing,Mumbai
ORD10097,2026-06-15,CUST1088,Power Bank,Electronics,3,1305.16,3915.48,UPI,Cancelled,
ORD10336,2026-04-11,CUST1136,Mechanical Keyboard,Electronics,2,2868.49,5736.98,Credit Card,Shipped,Pune
ORD10073,2026-05-28,CUST1050,Phone Case,Accessories,4,556.80,2227.20,Cash on Delivery,Cancelled,Delhi
ORD10289,2026-05-24,CUST1050,Wireless Mouse,Electronics,4,604.88,2419.52,Debit Card,Returned,Bengaluru
ORD10291,2026-04-11,CUST1096,Mechanical Keyboard,Electronics,2,2855.17,5710.34,Debit Card,Returned,Hyderabad
ORD10181,2026-01-08,CUST1016,Laptop Stand,Accessories,4,1354.86,5419.44,Cash on Delivery,Cancelled,Delhi
ORD10015,2026-05-30,CUST1103,T-Shirt,Fashion,5,879.70,4398.50,Debit Card,Shipped,Nashik
ORD10303,2026-03-29,CUST1140,USB-C Hub,Electronics,4,1796.70,7186.80,Debit Card,Processing,Ahmedabad
ORD10163,2026-07-05,CUST1173,USB-C Hub,Electronics,2,1771.76,3543.52,Cash on Delivery,Returned,Hyderabad
ORD10304,2026-03-13,CUST1143,Phone Case,Accessories,2,567.46,1134.92,Debit Card,Shipped,Bengaluru
ORD10091,2026-03-03,CUST1033,Bluetooth Headphones,Electronics,1,2071.76,2071.76,Cash on Delivery,Delivered,Ahmedabad
ORD10432,2026-08-05,CUST1188,Backpack,Bags,1,1998.10,1998.10,UPI,Cancelled,Hyderabad
ORD10439,2026-07-05,CUST1180,Wireless Mouse,Electronics,4,725.34,2901.36,Credit Card,Cancelled,Mumbai
ORD10373,2026-02-23,CUST1151,USB-C Hub,Electronics,3,1366.66,4099.98,Credit Card,Cancelled,Mumbai
ORD10295,2026-05-10,CUST1213,Backpack,Bags,3,1849.58,5548.74,Net Banking,Returned,Chennai
ORD10367,2026-04-12,CUST1021,Smart Watch,Electronics,3,3254.76,9764.28,Debit Card,Cancelled,Chennai
ORD10029,2026-02-24,CUST1139,Bluetooth Headphones,Electronics,3,2100.34,6301.02,Credit Card,Returned,Ahmedabad
ORD10274,2026-03-06,CUST1051,Desk Lamp,Home & Kitchen,3,1323.43,3970.29,Net Banking,Processing,Nashik
ORD10137,2026-02-18,CUST1236,Phone Case,Accessories,5,445.80,2229.00,Net Banking,Returned,Nashik
ORD10124,2026-01-11,CUST1228,Phone Case,Accessories,4,436.19,1744.76,Cash on Delivery,Processing,Ahmedabad
ORD10337,2026-04-29,CUST1173,Jeans,Fashion,1,2285.95,2285.95,Net Banking,Cancelled,Kolkata
ORD10052,2026-08-15,CUST1177,Water Bottle,Home & Kitchen,1,617.61,617.61,Credit Card,Returned,Pune
ORD10082,2026-08-02,CUST1108,Phone Case,Accessories,4,433.47,1733.88,Cash on Delivery,Returned,Pune
ORD10120,2026-04-27,CUST1019,T-Shirt,Fashion,3,953.75,2861.25,Credit Card,Processing,Ahmedabad
ORD10300,2026-04-23,CUST1081,T-Shirt,Fashion,1,815.60,815.60,Cash on Delivery,Shipped,Delhi
ORD10381,2026-03-20,CUST1114,Mechanical Keyboard,Electronics,1,2128.04,2128.04,Debit Card,Processing,Mumbai
ORD10272,2026-08-22,CUST1223,Jeans,Fashion,2,1958.59,3917.18,UPI,Delivered,Kolkata
ORD10242,2026-05-12,CUST1148,Backpack,Bags,5,1538.02,7690.10,Credit Card,Shipped,Bengaluru
ORD10030,2026-07-26,CUST1105,Phone Case,Accessories,2,541.61,1083.22,Credit Card,Delivered,Mumbai
ORD10394,2026-01-18,CUST1210,Phone Case,Accessories,3,548.59,1645.77,Cash on Delivery,Cancelled,Nashik
ORD10419,2026-01-22,CUST1145,Power Bank,Electronics,4,1493.92,5975.68,UPI,Shipped,Bengaluru
ORD10113,2026-05-03,CUST1030,Wireless Mouse,Electronics,3,791.49,2374.47,UPI,Cancelled,Chennai
ORD10164,2026-05-18,CUST1032,Mechanical Keyboard,Electronics,4,2134.58,8538.32,Cash on Delivery,Processing,Bengaluru
ORD10014,2026-02-05,CUST1064,Power Bank,Electronics,4,1338.40,5353.60,Net Banking,Returned,Bengaluru
ORD10093,2026-02-11,CUST1247,T-Shirt,Fashion,1,973.92,973.92,Debit Card,Delivered,Ahmedabad
ORD10139,2026-03-18,CUST1215,Laptop Stand,Accessories,1,1214.37,1214.37,Net Banking,Returned,Chennai
ORD10165,2026-08-29,CUST1096,Backpack,Bags,4,1973.01,7892.04,UPI,Shipped,Chennai
ORD10290,2026-07-15,CUST1141,Mechanical Keyboard,Electronics,4,2502.19,10008.76,Debit Card,Returned,Ahmedabad
ORD10177,2026-08-10,CUST1007,Jeans,Fashion,2,1765.07,3530.14,Credit Card,Delivered,Hyderabad
ORD10249,2026-02-21,CUST1227,Laptop Stand,Accessories,2,1121.22,2242.44,UPI,Processing,Bengaluru
ORD10385,2026-04-08,CUST1044,Backpack,Bags,5,1620.67,8103.35,Credit Card,Processing,Bengaluru
ORD10397,2026-07-27,CUST1138,Wireless Mouse,Electronics,3,741.28,2223.84,Net Banking,Delivered,Mumbai
ORD10184,2026-04-27,CUST1130,Power Bank,Electronics,5,1512.74,7563.70,Net Banking,Cancelled,Mumbai
ORD10366,2026-03-03,CUST1050,Desk Lamp,Home & Kitchen,1,1207.77,1207.77,Net Banking,Returned,Bengaluru
ORD10418,2026-05-10,CUST1168,Bluetooth Headphones,Electronics,4,2277.16,9108.64,Cash on Delivery,Cancelled,Chennai
ORD10010,2026-06-29,CUST1240,Webcam,Electronics,2,2311.26,4622.52,UPI,Returned,Nashik
ORD10279,2026-07-26,CUST1207,Running Shoes,Footwear,3,2884.17,8652.51,Cash on Delivery,Processing,Chennai
ORD10449,2026-07-11,CUST1101,Water Bottle,Home & Kitchen,5,701.00,3505.00,Debit Card,Delivered,Nagpur
ORD10468,2026-04-30,CUST1222,Wireless Mouse,Electronics,4,608.60,2434.40,Debit Card,Processing,Hyderabad
ORD10270,2026-01-19,CUST1033,Jeans,Fashion,4,2192.91,8771.64,Debit Card,Delivered,Chennai
ORD10330,2026-08-19,CUST1131,T-Shirt,Fashion,5,895.99,4479.95,Cash on Delivery,Delivered,Chennai
ORD10103,2026-03-12,CUST1143,Desk Lamp,Home & Kitchen,5,1271.37,6356.85,UPI,Returned,Nagpur
ORD10215,2026-04-26,CUST1010,Water Bottle,Home & Kitchen,1,659.24,659.24,UPI,Processing,Bengaluru
ORD10071,2026-07-29,CUST1244,Water Bottle,Home & Kitchen,5,664.44,3322.20,Credit Card,Processing,Nagpur
ORD10197,2026-07-04,CUST1084,Webcam,Electronics,2,2113.27,4226.54,Net Banking,Returned,Mumbai
ORD10410,2026-03-25,CUST1051,Jeans,Fashion,5,1811.27,9056.35,Cash on Delivery,Delivered,Bengaluru
ORD10459,2026-02-11,CUST1128,T-Shirt,Fashion,2,953.34,1906.68,Debit Card,Returned,Kolkata
ORD10246,2026-01-18,CUST1089,T-Shirt,Fashion,1,860.46,860.46,Credit Card,Delivered,Ahmedabad
ORD10469,2026-04-05,CUST1052,Mechanical Keyboard,Electronics,5,2466.57,12332.85,Debit Card,Returned,Bengaluru
ORD10211,2026-02-20,CUST1045,Bluetooth Headphones,Electronics,1,1786.97,1786.97,Net Banking,Shipped,Mumbai
ORD10256,2026-04-24,CUST1090,T-Shirt,Fashion,4,809.09,3236.36,Cash on Delivery,Delivered,Hyderabad
ORD10152,2026-03-07,CUST1118,USB-C Hub,Electronics,2,1580.36,3160.72,Debit Card,Delivered,Chennai
ORD10332,2026-07-29,CUST1001,T-Shirt,Fashion,1,870.94,870.94,Credit Card,Returned,Mumbai
ORD10126,2026-07-15,CUST1194,Jeans,Fashion,3,2044.73,6134.19,Credit Card,Cancelled,Kolkata
ORD10316,2026-08-26,CUST1086,Laptop Stand,Accessories,5,1339.05,6695.25,Debit Card,Cancelled,Kolkata
ORD10318,2026-07-07,CUST1118,Bluetooth Headphones,Electronics,1,1897.46,1897.46,Debit Card,Shipped,Pune
ORD10315,2026-07-11,CUST1247,Jeans,Fashion,4,1810.88,7243.52,Debit Card,Delivered,Pune
ORD10077,2026-08-21,CUST1141,Smart Watch,Electronics,5,3422.10,17110.50,Cash on Delivery,Shipped,Chennai
ORD10229,2026-07-04,CUST1061,Wireless Mouse,Electronics,4,670.54,2682.16,Cash on Delivery,Returned,Bengaluru
ORD10144,2026-02-06,CUST1105,Water Bottle,Home & Kitchen,4,597.37,2389.48,Credit Card,Delivered,Chennai
ORD10141,2026-08-11,CUST1049,Power Bank,Electronics,4,1693.65,6774.60,Credit Card,Returned,Delhi
ORD10096,2026-05-25,CUST1201,Jeans,Fashion,1,2176.65,2176.65,UPI,Processing,Kolkata
ORD10110,2026-03-19,CUST1004,Laptop Stand,Accessories,2,1244.79,2489.58,Net Banking,Shipped,Bengaluru
ORD10182,2026-08-21,CUST1114,Running Shoes,Footwear,1,2890.54,2890.54,UPI,Delivered,Hyderabad
ORD10089,2026-01-21,CUST1121,Jeans,Fashion,4,1850.44,7401.76,UPI,Returned,Pune
ORD10219,2026-07-01,CUST1113,Water Bottle,Home & Kitchen,2,602.36,1204.72,Cash on Delivery,Returned,Kolkata
ORD10350,2026-06-04,CUST1155,Wireless Mouse,Electronics,3,673.24,2019.72,UPI,Delivered,Nagpur
ORD10196,2026-05-16,CUST1056,T-Shirt,Fashion,1,788.90,788.90,Cash on Delivery,Cancelled,Chennai
ORD10475,2026-05-10,CUST1035,Phone Case,Accessories,1,511.09,511.09,Cash on Delivery,Delivered,Ahmedabad
ORD10255,2026-06-19,CUST1076,Webcam,Electronics,1,1921.97,1921.97,Debit Card,Cancelled,Ahmedabad
ORD10371,2026-06-27,CUST1228,Bluetooth Headphones,Electronics,2,2239.64,4479.28,Net Banking,Cancelled,Bengaluru
ORD10421,2026-01-30,CUST1069,Water Bottle,Home & Kitchen,5,617.89,3089.45,Net Banking,Processing,Kolkata
ORD10222,2026-03-14,CUST1065,Mechanical Keyboard,Electronics,5,2632.73,13163.65,Net Banking,Shipped,Hyderabad
ORD10294,2026-08-27,CUST1157,Backpack,Bags,5,1604.59,8022.95,Debit Card,Shipped,Delhi
ORD10087,2026-04-20,CUST1035,Backpack,Bags,1,1574.46,1574.46,Cash on Delivery,Shipped,Pune
ORD10466,2026-07-04,CUST1082,Webcam,Electronics,2,2143.75,4287.50,Debit Card,Delivered,Ahmedabad
ORD10022,2026-08-26,CUST1093,Webcam,Electronics,4,1882.00,7528.00,Debit Card,Shipped,Pune
ORD10461,2026-01-17,CUST1068,Webcam,Electronics,4,2048.58,8194.32,Net Banking,Delivered,Chennai
ORD10170,2026-06-17,CUST1026,T-Shirt,Fashion,2,1002.95,2005.90,Cash on Delivery,Returned,Delhi
ORD10436,2026-08-26,CUST1220,Running Shoes,Footwear,4,2478.31,9913.24,Credit Card,Cancelled,Chennai
ORD10425,2026-02-05,CUST1201,Running Shoes,Footwear,4,2608.50,10434.00,Credit Card,Shipped,Pune
ORD10066,2026-06-20,CUST1105,T-Shirt,Fashion,3,900.92,2702.76,Debit Card,Cancelled,Bengaluru
ORD10415,2026-04-09,CUST1109,Power Bank,Electronics,5,1336.15,6680.75,Credit Card,Cancelled,Kolkata
ORD10228,2026-02-11,CUST1047,USB-C Hub,Electronics,5,1539.86,7699.30,Net Banking,Shipped,Chennai
ORD10448,2026-08-29,CUST1177,Backpack,Bags,5,1682.92,8414.60,UPI,Processing,Nagpur
ORD10454,2026-04-19,CUST1180,Laptop Stand,Accessories,5,1403.09,7015.45,Cash on Delivery,Delivered,Kolkata
ORD10034,2026-06-16,CUST1139,Jeans,Fashion,5,1757.87,8789.35,UPI,Delivered,Nagpur
ORD10012,2026-01-09,CUST1207,Smart Watch,Electronics,1,3214.58,3214.58,Debit Card,Cancelled,Bengaluru
ORD10039,2026-08-07,CUST1136,Backpack,Bags,4,1800.54,7202.16,Credit Card,Delivered,Kolkata
ORD10417,2026-08-10,CUST1092,Smart Watch,Electronics,4,3624.34,14497.36,UPI,Cancelled,Nashik
ORD10133,2026-06-28,CUST1125,USB-C Hub,Electronics,3,1569.31,4707.93,UPI,Delivered,Ahmedabad
ORD10301,2026-07-18,CUST1157,T-Shirt,Fashion,2,874.83,1749.66,Cash on Delivery,Delivered,Nashik
ORD10299,2026-04-08,CUST1038,Water Bottle,Home & Kitchen,5,756.58,3782.90,Credit Card,Delivered,Ahmedabad
ORD10044,2026-06-09,CUST1145,Desk Lamp,Home & Kitchen,1,1022.50,1022.50,UPI,Delivered,Kolkata
ORD10331,2026-05-25,CUST1015,USB-C Hub,Electronics,5,1558.43,7792.15,Net Banking,Cancelled,Bengaluru
ORD10323,2026-01-16,CUST1171,Laptop Stand,Accessories,3,1374.12,4122.36,UPI,Cancelled,Bengaluru
ORD10191,2026-02-24,CUST1040,Webcam,Electronics,1,2250.40,2250.40,Cash on Delivery,Shipped,Mumbai
ORD10206,2026-04-17,CUST1075,Backpack,Bags,4,1912.07,7648.28,UPI,Cancelled,Pune
ORD10422,2026-04-23,CUST1140,Smart Watch,Electronics,1,3771.93,3771.93,Credit Card,Cancelled,Mumbai
ORD10102,2026-02-24,CUST1091,Smart Watch,Electronics,3,3165.03,9495.09,Debit Card,Processing,Bengaluru
ORD10067,2026-06-20,CUST1241,Water Bottle,Home & Kitchen,2,634.38,1268.76,Cash on Delivery,Shipped,Ahmedabad
ORD10400,2026-07-11,CUST1133,Mechanical Keyboard,Electronics,3,2290.58,6871.74,Net Banking,Returned,Ahmedabad
ORD10426,2026-06-02,CUST1138,Backpack,Bags,3,1816.42,5449.26,Credit Card,Processing,Bengaluru
ORD10007,2026-03-17,CUST1213,Mechanical Keyboard,Electronics,4,2183.23,8732.92,Net Banking,Processing,Ahmedabad
ORD10063,2026-05-11,CUST1030,Webcam,Electronics,3,2157.04,6471.12,Cash on Delivery,Returned,Nagpur
ORD10072,2026-01-12,CUST1063,Jeans,Fashion,2,1787.52,3575.04,Cash on Delivery,Returned,Mumbai
ORD10407,2026-02-17,CUST1164,Jeans,Fashion,4,2076.82,8307.28,Cash on Delivery,Cancelled,Pune
ORD10412,2026-04-01,CUST1217,Power Bank,Electronics,5,1325.52,6627.60,Cash on Delivery,Returned,Nashik
ORD10053,2026-02-07,CUST1111,Smart Watch,Electronics,3,3585.61,10756.83,Credit Card,Delivered,Bengaluru
ORD10237,2026-06-16,CUST1086,Webcam,Electronics,1,2422.75,2422.75,Credit Card,Shipped,Pune
ORD10049,2026-06-12,CUST1219,T-Shirt,Fashion,3,819.06,2457.18,Debit Card,Returned,Chennai
ORD10282,2026-01-28,CUST1082,Jeans,Fashion,3,2007.98,6023.94,Credit Card,Cancelled,Mumbai
ORD10384,2026-04-16,CUST1100,Smart Watch,Electronics,4,2987.10,11948.40,UPI,Returned,Nagpur
ORD10232,2026-07-29,CUST1052,Water Bottle,Home & Kitchen,4,796.78,3187.12,Net Banking,,Bengaluru
ORD10438,2026-04-03,CUST1065,Smart Watch,Electronics,3,3072.13,9216.39,UPI,Processing,Nashik
ORD10208,2026-05-31,CUST1103,Smart Watch,Electronics,1,3229.56,3229.56,Net Banking,Delivered,Delhi
ORD10016,2026-01-13,CUST1221,Water Bottle,Home & Kitchen,4,613.21,2452.84,UPI,Shipped,Nashik
ORD10090,2026-07-19,CUST1246,Webcam,Electronics,2,2298.05,4596.10,UPI,Delivered,Nagpur
ORD10420,2026-03-15,CUST1044,Wireless Mouse,Electronics,3,641.30,1923.90,Cash on Delivery,Returned,Chennai
ORD10134,2026-03-21,CUST1142,Jeans,Fashion,2,2124.81,4249.62,UPI,Returned,Delhi
ORD10154,2026-04-27,CUST1217,Laptop Stand,Accessories,4,1373.17,5492.68,Debit Card,Shipped,Delhi
ORD10347,2026-07-01,CUST1037,Bluetooth Headphones,Electronics,2,1879.50,3759.00,Cash on Delivery,Delivered,Kolkata
ORD10026,2026-05-13,CUST1116,Power Bank,Electronics,3,1471.16,4413.48,UPI,Shipped,Nagpur
ORD10263,2026-06-30,CUST1115,Mechanical Keyboard,Electronics,3,2705.14,8115.42,Credit Card,Returned,Bengaluru
ORD10203,2026-02-14,CUST1034,Wireless Mouse,Electronics,4,750.80,3003.20,Cash on Delivery,Returned,Nagpur
ORD10183,2026-03-12,CUST1160,Backpack,Bags,2,1564.60,3129.20,Net Banking,Returned,Hyderabad
ORD10128,2026-03-24,CUST1172,Phone Case,Accessories,3,485.28,1455.84,UPI,Shipped,Hyderabad
ORD10365,2026-07-28,CUST1179,Water Bottle,Home & Kitchen,3,597.74,1793.22,Cash on Delivery,Shipped,Mumbai
ORD10047,2026-06-19,CUST1027,Wireless Mouse,Electronics,5,656.93,3284.65,Credit Card,Processing,Mumbai
ORD10076,2026-05-24,CUST1153,Jeans,Fashion,4,2099.50,8398.00,Debit Card,Cancelled,Ahmedabad
ORD10168,2026-05-07,CUST1030,Wireless Mouse,Electronics,1,657.98,657.98,UPI,Shipped,Kolkata
ORD10428,2026-08-10,CUST1168,Desk Lamp,Home & Kitchen,1,1376.15,1376.15,Credit Card,Shipped,Nagpur
ORD10111,2026-06-28,CUST1242,Wireless Mouse,Electronics,1,710.19,710.19,Credit Card,Cancelled,Mumbai
ORD10021,2026-02-11,CUST1139,Bluetooth Headphones,Electronics,2,1923.39,3846.78,Net Banking,Delivered,Ahmedabad
ORD10309,2026-03-11,CUST1239,Bluetooth Headphones,Electronics,2,2195.67,4391.34,Net Banking,Processing,Nashik
ORD10361,2026-08-03,CUST1217,Running Shoes,Footwear,1,2919.82,2919.82,UPI,Delivered,Pune
ORD10424,2026-03-02,CUST1054,Phone Case,Accessories,1,540.26,540.26,Net Banking,Processing,Ahmedabad
ORD10156,2026-08-01,CUST1169,T-Shirt,Fashion,3,770.07,2310.21,Cash on Delivery,Processing,Pune
ORD10352,2026-02-18,CUST1247,Laptop Stand,Accessories,1,1186.69,1186.69,UPI,Cancelled,Nagpur
ORD10414,2026-04-06,CUST1178,Bluetooth Headphones,Electronics,3,1769.28,5307.84,Credit Card,Returned,Delhi
